id,sse,vr,status,name
33721,0x1405528e0,0x140556cb0,3,RE::MagicTarget::DispelEffect?
33733,0x1405530d0,0x140557380,3,RE::Offset::MagicTarget::HasMagicEffect
33742,0x140553750,0x1405579c0,2,papyrus_extender::events::game::magictargetapply_0x1e8
33756,0x140554500,0x140558580,3,RE::MagicTarget::ForEachActiveEffect
33828,0x140556f20,0x14055ccb0,3,RE::Offset::Actor::DispelWornItemEnchantments
34132,0x140560e40,0x1405670b0,3,ENBLightForEffectShaders::ShaderReferenceEffect::Add:AddAddonModel::thunk_0x8C2
34413,0x14056c9d0,0x140572fd0,3,RE::Offset::DialogueItem::Ctor
34818,0x140586de0,0x14058e310,3,RE::Offset::BGSSaveLoadManager::Save
34819,0x140587350,0x14058e920,3,RE::Offset::BGSSaveLoadManager::Load
35199,0x14059b140,0x1405a2800,1,RE::Offset::MemoryManager::RegisterMemoryManager
35413,0x1405a6640,0x1405add00,3,RE::Calendar::GetTimeDateString
35978,0x1405c5220,0x1405cd7c0,3,RE::TaskQueueInterface::QueueBulletWaterDisplacementTask
35987,0x1405c58c0,0x1405cde60,2,RE::TaskQueueInterface::QueueRemoveSpellTask
36252,0x1405d1190,0x1405d9770,3,RE::Offset::Actor::IsRunning
36286,0x1405d2520,0x1405daae0,3,RE::Offset::Actor::GetGhost
36344,0x1405d62e0,0x1405de910,3,RE::Offset::Actor::GetLevel
36357,0x1405d6fb0,0x1405df5e0,3,FEC::UpdateAVs
36407,0x1405db310,0x1405e3990,3,RE::Offset::Actor::EvaluatePackage
36427,0x1405dd770,0x1405e5dc0,3,RE::Offset::Actor::StealAlarm
36537,0x1405e7e40,0x1405f0560,3,RE::Offset::Actor::GetHostileToActor
36631,0x1405f2530,0x1405fac70,3,RE::Actor::Decapitate
36678,0x1405f8430,0x140600ba0,3,RE::Actor::AddToFaction
36690,0x1405f9e30,0x1406025a0,3,RE::Offset::Actor::HasPerk
36723,0x1405fb640,0x140603e30,3,RE::Actor::KillImmediate
36748,0x1405fc9a0,0x140605190,3,RE::Offset::Actor::RequestDetectionLevel
36877,0x1406057c0,0x14060dfd0,3,RE::Offset::Actor::IsOnFlyingMount
36901,0x140607680,0x140610000,3,RE::Offset::Actor::SwitchRace
37390,0x14061c880,0x140625470,3,RE::ActorKill::GetEventSource
37392,0x14061ca60,0x140625650,3,RE::DisarmedEvent::GetEventSource
37524,0x140621350,0x14062a100,3,RE::Actor::GetActorValueModifier
37571,0x140623610,0x14062c3c0,3,RE::DragonSoulsGained::GetEventSource()
37633,0x140626400,0x14062f270,2,papyrus_extender::events::game::weaponhit::actor::target_0x16a
37674,0x140629090,0x140631f60,2,papyrus_extender::events::game::weaponhit::static::target_0x6C7
37726,0x14062d050,0x140635f20,3,RE::CriticalHit::GetEventSource
37771,0x14062f560,0x140638430,3,RE::Offset::Actor::AddSpell
37772,0x14062f720,0x1406385f0,3,RE::Offset::Actor::RemoveSpell
37802,0x140631360,0x14063a230,3,RE::Offset::Actor::UpdateArmorAbility
37803,0x1406313d0,0x14063a2a0,3,RE::Offset::Actor::UpdateWeaponAbility
37808,0x140631c80,0x14063ab50,3,RE::Offset::Actor::InterruptCast
37820,0x1406322f0,0x14063b1c0,3,RE::Actor::RemoveSelectedSpell
37828,0x140632d10,0x14063bbe0,3,RE::Actor::HasSpell
37832,0x140633090,0x14063bf60,2,papyrus_extender::events::game::magichit::sendhitevent_0x1c3
37862,0x1406348a0,0x14063d770,3,RE::Actor::GetSoulSize
37916,0x140636c40,0x14063fc50,3,RE::SoulsTrapped::GetEventSource
37917,0x140636d30,0x14063fd40,3,RE::SpellsLearned::GetEventSource
37938,0x140637a80,0x140640a90,3,RE::Offset::ActorEquipManager::EquipObject
37939,0x140637bc0,0x140640bd0,2,RE::Offset::ActorEquipManager::EquipSpell
37941,0x140637ca0,0x140640cb0,2,RE::Offset::ActorEquipManager::EquipShout
37945,0x140638190,0x1406411a0,3,RE::Offset::ActorEquipManager::UnequipObject
38079,0x14063f810,0x1406488a0,3,RE::TaskQueueInterface::ShouldUseTaskQueue
38404,0x140650df0,0x14065a140,3,RE::Offset::AIProcess::Update3DModel
38568,0x14065c880,0x140665bd0,3,RE::Offset::AIProcess::SetBaseScale
39175,0x140692cd0,0x14069c2d0,3,RE::Offset::PlayerCharacter::GetArmorValue
39179,0x140693050,0x14069c650,3,RE::Offset::PlayerCharacter::GetDamage
39181,0x140693110,0x14069c710,3,RE::Offset::Actor::DoReset3D
39217,0x140694400,0x14069da00,3,RE::ArmorRatingVisitor::VisitArmor
39221,0x1406944a0,0x14069daa0,3,RE::ArmorRatingVisitor::HaveNotVisitedArmor
39223,0x140694500,0x14069db00,3,RE::ArmorRatingVisitorBase::Visit
39247,0x140695020,0x14069e620,3,RE::LevelIncrease::GetEventSource
39248,0x140695110,0x14069e710,3,RE::SkillIncrease::GetEventSource
39365,0x14069c2a0,0x1406bc6c0,3,RE::PlayerCharacter::CenterOnCell_Impl
39372,0x14069d6e0,0x1406bde50,2,RE::Offset::Actor::CanFastTravel
39384,0x14069fe60,0x1406c0640,3,RE::Offset::PlayerCharacter::PlayPickupEvent
39401,0x1406a1820,0x1406c2160,3,splashes_of_skyrim::RainManager::ToggleWaterRipples
39413,0x1406a2540,0x1406c30b0,3,RE::PlayerCharacter::AddSkillExperience
39425,0x1406a2fc0,0x1406c38a0,3,papyrus_extender::papyrus::detail::get_god_mode_impl
39471,0x1406a9f90,0x1406cbce0,2,RE::Offset::PlayerCharacter::ActivatePickRef
39475,0x1406aa260,0x1406cc000,3,RE::Offset::PlayerCharacter::StartGrabObject
39568,0x1406b2530,0x1406d58a0,3,RE::PlayerCharacter::AttemptPickpocket
39612,0x1406b52a0,0x1406d8580,3,RE::Offset::PlayerCharacter::GetTintMask
39614,0x1406b5450,0x1406d8730,3,RE::Offset::PlayerCharacter::GetNumTints
40056,0x1406c7d60,0x1406ee380,3,RE::LocationDiscovery::GetEventSource
40060,0x1406c8120,0x1406ee740,3,RE::ShoutAttack::GetEventSource
40330,0x1406d9490,0x140700330,3,RE::ProcessLists::StopCombatAndAlarmOnActor
40396,0x1406dec50,0x140705b00,3,RE::ProcessLists::ClearCachedFactionFightReactions
40560,0x1406e6740,0x14070d630,3,RE::Offset::PlayerCharacter::PlayerSkills::AdvanceLevel
41257,0x140704970,0x14072b900,3,RE::Offset::PlayerControls::Ctor
41659,0x140719990,0x140744330,2,papyrus_extender::detection::calculatedetection_0x526
42638,0x1407369b0,0x1407614b0,3,splashes_of_skyrim::ProjectileManager::ProcessInWater::create_splash
42696,0x14073c410,0x140766fb0,3,splashes_of_skyrim::ExplosionManager::UpdateSound
42832,0x140742850,0x14076d400,3,RE::HitData::Populate
43022,0x1407531c0,0x14077e4e0,2,papyrus_extender::events::game::weaponhit::projectile::target_0x38d
49908,0x14084d630,0x140877db0,3,RE::Offset::PlayerCamera::UpdateThirdPerson
50099,0x140856a50,0x140880e10,3,RE::Offset::ItemList::Update
50164,0x14085bb30,0x1408864d0,3,RE::Offset::Console::SetSelectedRef
50180,0x14085c2c0,0x140886df0,3,RE::Offset::ConsoleLog::VPrint
50257,0x140862160,0x14088d4e0,3,RE::Offset::ChestsLooted::GetEventSource
50258,0x140862250,0x14088d5d0,3,RE::Offset::ItemsPickpocketed::GetEventSource
50515,0x1408708a0,0x14089be30,3,RE::Offset::ItemCrafted::GetEventSource
50882,0x140887750,0x1408b4c90,3,RE::Inventory3DManager::Render
50884,0x140887970,0x1408b4ea0,3,RE::Inventory3DManager::UpdateItem3D
50885,0x1408879a0,0x1408b4ed0,3,RE::Inventory3DManager::UpdateMagic3D?
50886,0x140887d10,0x1408b5240,3,RE::Inventory3DManager::Clear3D
51081,0x140896ac0,0x1408c4770,3,LockVariations::Model::RequestModel
51094,0x1408987d0,0x1408c6500,3,LockVariations::Sound::update_pick_angle
51096,0x140898cd0,0x1408c69f0,3,LockVariations::Sound::update_lock_angle
51098,0x140898ff0,0x1408c6dd0,3,LockVariations::Sound::rotate_lock
51121,0x140899c40,0x1408c7cd0,2,papyrus_extender::fave_util::magic::favorite
51122,0x140899ca0,0x1408c7d30,2,papyrus_extender::fave_util::magic::unfavorite
51422,0x1408ab5c0,0x1408d8420,3,RE::Offset::MessageBoxData::QueueMessage
51899,0x1408d50f0,0x140902c10,3,RE::Offset::UIBlurManager::IncrementBlurCount
51900,0x1408d5130,0x140902c50,3,RE::Offset::UIBlurManager::DecrementBlurCount
52050,0x1408da3d0,0x140908170,3,RE::Offset::DebugNotification
52054,0x1408da860,0x14090b1d0,3,RE::Offset::PlaySound
52208,0x1408e3d70,0x140915f50,2,RE::Offset::MapMenu::MarkerClick
52226,0x1408e6ea0,0x140919520,3,RE::Offset::MapMenu::PlaceMarker
53144,0x1409252c0,0x14095fd10,3,RE::Offset::SkyrimVM::QueuePostRenderCall
55945,0x1409a4050,0x1409deb70,3,SPID:Distribute::DeathItemManager::Detail::Add_item
56227,0x1409ae5c0,0x1409e90e0,3,RE::Offset::TESObjectREFR::MoveTo
56606,0x1409c6730,0x140a01280,3,RE::Offset::hkReferencedObject::AddReference
56607,0x1409c67f0,0x140a01340,3,RE::Offset::hkReferencedObject::RemoveReference
60551,0x140a7b000,0x140ab5a00,3,RE::hkpWorld::CastRay
66355,0x140bed530,0x140c283e0,3,RE::Offset::BSSoundHandle::Play
66358,0x140bed600,0x140c284b0,3,RE::Offset::BSSoundHandle::Stop
66360,0x140bed690,0x140c28540,3,RE::Offset::BSSoundHandle::IsValid
66365,0x140bed7b0,0x140c28660,3,RE::BSSoundHandle::SetVolume
66366,0x140bed800,0x140c286b0,3,RE::BSSoundHandle::SetFrequency
66370,0x140bed920,0x140c287d0,3,RE::Offset::BSSoundHandle::SetPosition
66375,0x140bedb10,0x140c289c0,3,RE::Offset::BSSoundHandle::SetObjectToFollow
66391,0x140bee580,0x140c29430,3,RE::Offset::BSAudioManager::GetSingleton
66403,0x140bef020,0x140c29ed0,3,RE::BSAudioManager::BuildSoundDataFromEditorID
66404,0x140bef0b0,0x140c29f60,3,RE::Offset::BSAudioManager::BuildSoundDataFromDescriptor
66841,0x140c01800,0x140c3c680,3,RE::Offset::MemoryManager::GetThreadScrapHeap
66859,0x140c02260,0x140c3d0e0,3,RE::Offset::MemoryManager::Allocate
66860,0x140c024b0,0x140c3d330,3,RE::Offset::MemoryManager::Reallocate
66861,0x140c02560,0x140c3d3e0,3,RE::Offset::MemoryManager::Deallocate
66884,0x140c034a0,0x140c3e320,3,RE::Offset::ScrapHeap::Allocate
66885,0x140c03ac0,0x140c3e940,3,RE::Offset::ScrapHeap::Deallocate
66962,0x140c06490,0x140c41310,3,RE::Offset::CRC32Calculator::SizeOfSize
66963,0x140c064f0,0x140c41370,3,RE::Offset::CRC32Calculator::SizeOf32
66964,0x140c06570,0x140c413f0,3,RE::Offset::CRC32Calculator::SizeOf64
66976,0x140c072d0,0x140c42150,3,RE::Offset::BSReadWriteLock::LockForRead
66977,0x140c07350,0x140c421d0,3,RE::Offset::BSReadWriteLock::LockForWrite
66982,0x140c07590,0x140c42410,3,RE::Offset::BSReadWriteLock::UnlockForRead
66983,0x140c075a0,0x140c42420,3,RE::Offset::BSReadWriteLock::UnlockForWrite
67151,0x140c0d7b0,0x140c485e0,3,RE::BSThreadEvent::InitSDM
67819,0x140c28bf0,0x140c6db20,3,RE::Offset::BSFixedString::Ctor8
67834,0x140c29510,0x140c6e440,3,RE::Offset::BSFixedString::Ctor16
67847,0x140c29e80,0x140c6edb0,3,RE::Offset::BSStringPool::Release8
67848,0x140c29ff0,0x140c6ef20,3,RE::Offset::BSStringPool::Release16
67855,0x140c2a4d0,0x140c6f400,3,RE::Offset::BucketTable::GetSingleton
68663,0x140c4b990,0x140c90a40,3,RE::Offset::LooseFileStream::Ctor
68838,0x140c52900,0x140c979c0,3,RE::NiObject::ProcessClone
68839,0x140c529a0,0x140c97a60,3,RE::Offset::NiObject::CreateDeepCopy
68900,0x140c56b50,0x140c9bc10,3,RE::Offset::NiAVObject::Update
68936,0x140c57a60,0x140c9ccd0,3,RE::Offset::NiNode::Ctor
69270,0x140c66580,0x140cac0e0,3,RE::Offset::NiCamera::WorldPtToScreenPt3
69433,0x140c6cd50,0x140cb2ee0,3,RE::NiTimeController::LoadBinary
69434,0x140c6cea0,0x140cb3030,3,RE::NiTimeController::LinkObject
69435,0x140c6cf10,0x140cb30a0,3,RE::NiTimeController::RegisterStreamables
69436,0x140c6cf60,0x140cb30f0,3,RE::NiTimeController::SaveBinary
69437,0x140c6d0c0,0x140cb3250,3,RE::NiTimeController::IsEqual
69438,0x140c6d150,0x140cb32e0,3,RE::NiTimeController::ctor
69439,0x140c6d1d0,0x140cb3360,3,RE::NiTimeController::dtor
69440,0x140c6d230,0x140cb33c0,3,RE::NiTimeController::Start
69441,0x140c6d250,0x140cb33e0,3,RE::NiTimeController::Stop
69442,0x140c6d280,0x140cb3410,3,RE::NiTimeController::SetTarget
69447,0x140c6d5e0,0x140cb3770,3,RE::NiTimeController::ComputeScaledTime
69449,0x140c6d810,0x140cb39a0,3,RE::NiTimeController::ProcessClone
69636,0x140c76060,0x140cbc490,3,RE::Offset::BSResourceNiBinaryStream::Ctor
69638,0x140c76340,0x140cbc770,3,RE::Offset::BSResourceNiBinaryStream::Dtor
69640,0x140c76490,0x140cbc8c0,3,RE::Offset::BSResourceNiBinaryStream::Seek
69643,0x140c76580,0x140cbc9b0,3,RE::Offset::BSResourceNiBinaryStream::SetEndianSwap
69804,0x140c7eb60,0x140cc5250,3,RE::Offset::NiSkinInstance::Ctor
76033,0x140da81e0,0x140dfd160,3,RE::Offset::NiAVObject::SetMotionType
76171,0x140dae3f0,0x140e03370,3,RE::NiAVObject::UpdateRigidBodySettings
76271,0x140db4d20,0x140e09ca0,3,RE::NiAVObject::SetRigidConstraints
80059,0x140ec30f0,0x140f1fbc0,3,RE::Offset::UIMessageQueue::ProcessCommands
80061,0x140ec31d0,0x140f1fca0,3,RE::Offset::UIMessageQueue::CreateUIMessageData
80087,0x140ec4420,0x140f20ef0,3,RE::BSScaleformManager::FileExists
80197,0x140ec83a0,0x140f24ef0,3,RE::Offset::GFxValue::ObjectInterface::AttachMovie
80207,0x140ec9490,0x140f25fe0,3,RE::Offset::GFxValue::ObjectInterface::DeleteMember
80214,0x140ec9bd0,0x140f26720,3,RE::Offset::GFxValue::ObjectInterface::GetArraySize
80216,0x140ec9c20,0x140f26770,3,RE::Offset::GFxValue::ObjectInterface::GetDisplayInfo
80218,0x140ec9f30,0x140f26a80,3,RE::Offset::GFxValue::ObjectInterface::GetElement
80222,0x140eca150,0x140f26ca0,3,RE::Offset::GFxValue::ObjectInterface::GetMember
80230,0x140eca570,0x140f270c0,3,RE::Offset::GFxValue::ObjectInterface::GotoAndPlay
80231,0x140eca620,0x140f27170,3,RE::Offset::GFxValue::ObjectInterface::HasMember
80233,0x140eca860,0x140f273b0,3,RE::Offset::GFxValue::ObjectInterface::Invoke
80244,0x140ecb080,0x140f27bd0,3,RE::Offset::GFxValue::ObjectInterface::ObjectAddRef
80245,0x140ecb0e0,0x140f27c30,3,RE::Offset::GFxValue::ObjectInterface::ObjectRelease
80248,0x140ecb300,0x140f27e50,3,RE::Offset::GFxValue::ObjectInterface::PushBack
80252,0x140ecb6c0,0x140f28210,3,RE::Offset::GFxValue::ObjectInterface::RemoveElements
80261,0x140ecbd20,0x140f28870,3,RE::Offset::GFxValue::ObjectInterface::SetArraySize
80263,0x140ecbdb0,0x140f28900,3,RE::Offset::GFxValue::ObjectInterface::SetDisplayInfo
80265,0x140ecc960,0x140f294b0,3,RE::Offset::GFxValue::ObjectInterface::SetElement
80268,0x140eccba0,0x140f296f0,3,RE::Offset::GFxValue::ObjectInterface::SetMember
80270,0x140ecccf0,0x140f29840,3,RE::Offset::GFxValue::ObjectInterface::SetText
80302,0x140ece790,0x140f2b480,3,RE::Offset::BSScaleformManager::LoadMovie
80446,0x140ed3a50,0x140f2da40,3,RE::Offset::GString::Ctor
80547,0x140ed80b0,0x140f30f20,3,RE::Offset::GFxMovieView::InvokeNoReturn
80620,0x140edbfa0,0x140f38ca0,3,RE::Offset::GFxLoader::CreateMovie
82462,0x140f48270,0x140fa4f70,3,RE::GSysAllocPaged::InitHeapEngine
82464,0x140f48360,0x140fa5060,3,RE::GSysAllocPaged::ShutdownHeapEngine
97379,0x14122dad0,0x141265f80,3,RE::Offset::BSScript::ObjectBindPolicy::BindObject
97462,0x141233670,0x14126bb20,3,RE::Offset::BSScript::Object::Dtor
97463,0x141233720,0x14126bbd0,3,RE::Offset::BSScript::Object::GetHandle
97468,0x141234360,0x14126c810,3,RE::Offset::BSScript::Object::IncRef
97469,0x141234410,0x14126c8c0,3,RE::Offset::BSScript::Object::DecRef
97742,0x1412444c0,0x14129a210,3,RE::Offset::BSScript::Stack::Dtor
97746,0x1412449d0,0x14129a720,3,RE::Offset::BSScript::Stack::GetStackFrameVariable
97923,0x1412507f0,0x14129dd90,3,RE::Offset::BSScript::NF_util::NativeFunctionBase::Call
98893,0x141291c30,0x1412ca540,3,RE::BSShaderProperty::SetFlags
98897,0x141291d40,0x1412ca650,3,RE::BSShaderProperty::SetMaterial
99886,0x1412c9320,0x141307710,3,RE::BSShaderTextureSet::ctor
100004,0x1412ced50,0x14130dc60,3,RE::Offset::BSLightingShaderMaterial::Ctor
100016,0x1412cfbc0,0x14130ead0,3,RE::Offset::BSLightingShaderMaterialBase::CreateMaterial
100021,0x1412d01a0,0x14130f0b0,3,RE::Offset::BSLightingShaderMaterialEnvmap::Ctor
100033,0x1412d0850,0x14130f760,3,RE::Offset::BSLightingShaderMaterialEye::Ctor
100045,0x1412d1010,0x14130ff20,3,RE::Offset::BSLightingShaderMaterialGlowmap::Ctor
100055,0x1412d14b0,0x1413103c0,3,RE::Offset::BSLightingShaderMaterialParallax::Ctor
100065,0x1412d1950,0x141310860,3,RE::Offset::BSLightingShaderMaterialParallaxOcc::Ctor
100077,0x1412d1f70,0x141310e80,3,RE::Offset::BSLightingShaderMaterialFacegen::Ctor
100087,0x1412d2690,0x1413115a0,3,RE::Offset::BSLightingShaderMaterialFacegenTint::Ctor
